Sample_ID,Country,Observatory_ID,ARMS_ID,Deploy_Date,Collect_Date,Gene_COI,Gene_18S,Gene_ITS,Gene_COI_negative_control,Gene_18S_negative_control,Gene_ITS_negative_control,Latitude,Longitude,Depth_min,Depth_max,SequencingRunRepeat
ARMS_RavHarbour_RavH3_20210422_20210722_MF100,ITA,RavHarbour,RAVH,4/22/2021,7/22/2021,ERR12541449,ERR12541351,none,ERR12541482,ERR12541384,none,44.421488,12.209497,1.5,1.5,run 1
ARMS_RavHarbour_RavH3_20210422_20210722_MF500,ITA,RavHarbour,RAVH,4/22/2021,7/22/2021,ERR12541450,ERR12541352,none,ERR12541482,ERR12541384,none,44.421488,12.209497,1.5,1.5,run 1
ARMS_RavHarbour_RavH3_20210422_20210722_SF40,ITA,RavHarbour,RAVH,4/22/2021,7/22/2021,ERR12541451,ERR12541353,none,ERR12541482,ERR12541384,none,44.421488,12.209497,1.5,1.5,run 1
ARMS_RavMarina_RavM1_20210422_20210722_MF100,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541452,ERR12541354,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM1_20210422_20210722_MF500,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541453,ERR12541355,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM1_20210422_20210722_SF40,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541454,ERR12541356,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM2_20210422_20210722_MF100,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541455,ERR12541357,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM2_20210422_20210722_MF500,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541456,ERR12541358,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM2_20210422_20210722_SF40,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541457,ERR12541359,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM3_20210422_20210722_MF100,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541458,ERR12541360,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM3_20210422_20210722_MF500,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541459,ERR12541361,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_RavMarina_RavM3_20210422_20210722_SF40,ITA,RavMarina,RAVM,4/22/2021,7/22/2021,ERR12541460,ERR12541362,none,ERR12541482,ERR12541384,none,44.492426,12.287623,1.5,1.5,run 1
ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO,FRA,Roscoff,BasBloS1,7/11/2018,10/25/2018,ERR7125631,ERR7125618,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO,FRA,Roscoff,BasBloS1,7/11/2018,10/25/2018,ERR7125632,ERR7125619,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_A,FRA,Roscoff,BasBloS1,7/11/2018,10/25/2018,ERR4018616,ERR4605227,ERR4018614,ERR3460471,ERR4605902,ERR4018475,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_B,FRA,Roscoff,BasBloS1,7/11/2018,10/25/2018,ERR7125633,ERR7125620,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_A,FRA,Roscoff,BasBloS1,7/11/2018,10/25/2018,ERR4018615,ERR4605226,ERR4018613,ERR3460471,ERR4605902,ERR4018475,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_B,FRA,Roscoff,BasBloS1,7/11/2018,10/25/2018,ERR7125634,ERR7125621,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20190612_20200527_MF100,FRA,Roscoff,BasBloS1,6/12/2019,5/27/2020,ERR7125635,ERR7125622,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500,FRA,Roscoff,BasBloS1,6/12/2019,5/27/2020,ERR7125636,ERR7125623,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,FRA,Roscoff,BasBloS1,6/12/2019,5/27/2020,ERR7125601,ERR7125600,ERR7125602,ERR7125534,ERR7125533,ERR7125535,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,FRA,Roscoff,BasBloS2,6/12/2019,5/28/2020,ERR7125604,ERR7125603,ERR7125605,ERR7125534,ERR7125533,ERR7125535,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,FRA,Roscoff,BasBloS2,6/12/2019,5/28/2020,ERR7125607,ERR7125606,ERR7125608,ERR7125534,ERR7125533,ERR7125535,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,FRA,Roscoff,BasBloS2,6/12/2019,5/28/2020,ERR7125637,ERR7125624,none,ERR7125582,ERR7125581,none,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,FRA,Roscoff,BasBloS3,6/12/2019,5/29/2020,ERR7125610,ERR7125609,ERR7125611,ERR7125534,ERR7125533,ERR7125535,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,FRA,Roscoff,BasBloS3,6/12/2019,5/29/2020,ERR7125613,ERR7125612,ERR7125614,ERR7125534,ERR7125533,ERR7125535,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,FRA,Roscoff,BasBloS3,6/12/2019,5/29/2020,ERR7125616,ERR7125615,ERR7125617,ERR7125534,ERR7125533,ERR7125535,48.72872,-3.95894,12,12,run 1
ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,FRA,Roscoff,MarBloR1,7/9/2018,10/24/2018,ERR7125638,ERR7125625,none,ERR7125582,ERR7125581,none,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,FRA,Roscoff,MarBloR1,7/9/2018,10/24/2018,ERR7125639,ERR7125626,none,ERR7125582,ERR7125581,none,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,FRA,Roscoff,MarBloR1,7/9/2018,10/24/2018,ERR7125640,ERR7125627,none,ERR7125582,ERR7125581,none,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,FRA,Roscoff,MarBloR1,7/9/2018,10/24/2018,ERR7125641,ERR7125628,none,ERR7125582,ERR7125581,none,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,FRA,Roscoff,MarBloR1,7/9/2018,10/24/2018,ERR7125642,ERR7125629,none,ERR7125582,ERR7125581,none,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,FRA,Roscoff,MarBloR1,7/9/2018,10/24/2018,ERR7125643,ERR7125630,none,ERR7125582,ERR7125581,none,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,FRA,Roscoff,MarBloR1,6/12/2019,9/16/2019,ERR4018635,ERR4018617,ERR4018626,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,FRA,Roscoff,MarBloR1,6/12/2019,9/16/2019,ERR4018636,ERR4018618,ERR4018627,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,FRA,Roscoff,MarBloR1,6/12/2019,9/16/2019,ERR4018637,ERR4018619,ERR4018628,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,FRA,Roscoff,MarBloR2,6/12/2019,9/17/2019,ERR4018638,ERR4018620,ERR4018629,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,FRA,Roscoff,MarBloR2,6/12/2019,9/17/2019,ERR4018639,ERR4018621,ERR4018630,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,FRA,Roscoff,MarBloR2,6/12/2019,9/17/2019,ERR4018640,ERR4018622,ERR4018631,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,FRA,Roscoff,MarBloR3,6/12/2019,9/18/2019,ERR4018641,ERR4018623,ERR4018632,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,FRA,Roscoff,MarBloR3,6/12/2019,9/18/2019,ERR4018642,ERR4018624,ERR4018633,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,FRA,Roscoff,MarBloR3,6/12/2019,9/18/2019,ERR4018643,ERR4018625,ERR4018634,ERR4018471,ERR4018472,ERR4018473,48.71751,-3.96649,1,1,run 1
ARMS_SWC_Bjorko1_20200131_20200518_MF100,SWE,SWC,Bjorko1,1/31/2020,5/18/2020,ERR4914112,ERR4914054,ERR4914170,ERR4914160,ERR4914102,ERR4914218,57.717984,11.679989,1.5,1.5,run 1
ARMS_SWC_Bjorko1_20200131_20200518_MF500,SWE,SWC,Bjorko1,1/31/2020,5/18/2020,ERR4914113,ERR4914055,ERR4914171,ERR4914160,ERR4914102,ERR4914218,57.717984,11.679989,1.5,1.5,run 1
ARMS_SWC_Bjorko1_20200131_20200518_SF40,SWE,SWC,Bjorko1,1/31/2020,5/18/2020,ERR4914114,ERR4914056,ERR4914172,ERR4914160,ERR4914102,ERR4914218,57.717984,11.679989,1.5,1.5,run 1
ARMS_SWC_Gbg1_20200206_20200520_MF100,SWE,SWC,Gbg1,2/6/2020,5/20/2020,ERR4914115,ERR4914057,none,ERR4914160,ERR4914102,none,57.664805,11.714735,5,5,run 1
ARMS_SWC_Gbg1_20200206_20200520_MF500,SWE,SWC,Gbg1,2/6/2020,5/20/2020,ERR4914116,ERR4914058,ERR4914174,ERR4914160,ERR4914102,ERR4914218,57.664805,11.714735,5,5,run 1
ARMS_SWC_Gbg1_20200206_20200520_SF40,SWE,SWC,Gbg1,2/6/2020,5/20/2020,ERR4914117,ERR4914059,ERR4914175,ERR4914160,ERR4914102,ERR4914218,57.664805,11.714735,5,5,run 1
ARMS_SWC_Gbg2_20200206_20200520_MF100,SWE,SWC,Gbg2,2/6/2020,5/20/2020,ERR4914118,ERR4914060,ERR4914176,ERR4914160,ERR4914102,ERR4914218,57.664608,11.732876,5,5,run 1
ARMS_SWC_Gbg2_20200206_20200520_MF500,SWE,SWC,Gbg2,2/6/2020,5/20/2020,ERR4914119,ERR4914061,ERR4914177,ERR4914160,ERR4914102,ERR4914218,57.664608,11.732876,5,5,run 1
ARMS_SWC_Gbg2_20200206_20200520_SF40,SWE,SWC,Gbg2,2/6/2020,5/20/2020,ERR4914120,ERR4914062,ERR4914178,ERR4914160,ERR4914102,ERR4914218,57.664608,11.732876,5,5,run 1
ARMS_SWC_Gbg3_20200206_20200529_MF100,SWE,SWC,Gbg3,2/6/2020,5/29/2020,ERR4914121,ERR4914063,ERR4914179,ERR4914160,ERR4914102,ERR4914218,57.680533,11.740578,5,5,run 1
ARMS_SWC_Gbg3_20200206_20200529_MF500,SWE,SWC,Gbg3,2/6/2020,5/29/2020,ERR4914122,ERR4914064,ERR4914180,ERR4914160,ERR4914102,ERR4914218,57.680533,11.740578,5,5,run 1
ARMS_SWC_Gbg3_20200206_20200529_SF40,SWE,SWC,Gbg3,2/6/2020,5/29/2020,ERR4914123,ERR4914065,ERR4914181,ERR4914160,ERR4914102,ERR4914218,57.680533,11.740578,5,5,run 1
ARMS_SWC_Gbg4_20200206_20200529_MF100,SWE,SWC,Gbg4,2/6/2020,5/29/2020,ERR4914124,ERR4914066,ERR4914182,ERR4914160,ERR4914102,ERR4914218,57.680805,11.728331,5,5,run 1
ARMS_SWC_Gbg4_20200206_20200529_MF500,SWE,SWC,Gbg4,2/6/2020,5/29/2020,ERR4914125,ERR4914067,ERR4914183,ERR4914160,ERR4914102,ERR4914218,57.680805,11.728331,5,5,run 1
ARMS_SWC_Gbg4_20200206_20200529_SF40,SWE,SWC,Gbg4,2/6/2020,5/29/2020,ERR4914126,ERR4914068,ERR4914184,ERR4914160,ERR4914102,ERR4914218,57.680805,11.728331,5,5,run 1
ARMS_SWC_Helsingborg1_20200305_20200604_MF100,SWE,SWC,Helsingborg1,3/5/2020,6/4/2020,ERR4914127,ERR4914069,ERR4914185,ERR4914160,ERR4914102,ERR4914218,56.026272,12.695728,2,2,run 1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500,SWE,SWC,Helsingborg1,3/5/2020,6/4/2020,ERR4914128,ERR4914070,ERR4914186,ERR4914160,ERR4914102,ERR4914218,56.026272,12.695728,2,2,run 1
ARMS_SWC_Helsingborg1_20200305_20200604_SF40,SWE,SWC,Helsingborg1,3/5/2020,6/4/2020,ERR4914129,ERR4914071,ERR4914187,ERR4914160,ERR4914102,ERR4914218,56.026272,12.695728,2,2,run 1
ARMS_SWC_Helsingborg2_20200305_20200604_MF100,SWE,SWC,Helsingborg2,3/5/2020,6/4/2020,ERR4914130,ERR4914072,ERR4914188,ERR4914160,ERR4914102,ERR4914218,56.018061,12.700541,2,2,run 1
ARMS_SWC_Helsingborg2_20200305_20200604_MF500,SWE,SWC,Helsingborg2,3/5/2020,6/4/2020,ERR4914131,ERR4914073,ERR4914189,ERR4914160,ERR4914102,ERR4914218,56.018061,12.700541,2,2,run 1
ARMS_SWC_Helsingborg2_20200305_20200604_SF40,SWE,SWC,Helsingborg2,3/5/2020,6/4/2020,ERR4914132,ERR4914074,ERR4914190,ERR4914160,ERR4914102,ERR4914218,56.018061,12.700541,2,2,run 1
ARMS_SWC_Hjuvik1_20200131_20200518_MF100,SWE,SWC,Hjuvik1,1/31/2020,5/18/2020,ERR4914133,ERR4914075,ERR4914191,ERR4914160,ERR4914102,ERR4914218,57.703221,11.711363,2,2,run 1
ARMS_SWC_Hjuvik1_20200131_20200518_MF500,SWE,SWC,Hjuvik1,1/31/2020,5/18/2020,ERR4914134,ERR4914076,ERR4914192,ERR4914160,ERR4914102,ERR4914218,57.703221,11.711363,2,2,run 1
ARMS_SWC_Hjuvik1_20200131_20200518_SF40,SWE,SWC,Hjuvik1,1/31/2020,5/18/2020,ERR4914135,ERR4914077,ERR4914193,ERR4914160,ERR4914102,ERR4914218,57.703221,11.711363,2,2,run 1
ARMS_SWC_Marstrand1_20200228_20200527_MF100,SWE,SWC,Marstrand1,2/28/2020,5/27/2020,ERR4914136,ERR4914078,ERR4914194,ERR4914160,ERR4914102,ERR4914218,57.914434,11.594154,4,6,run 1
ARMS_SWC_Marstrand1_20200228_20200527_MF500,SWE,SWC,Marstrand1,2/28/2020,5/27/2020,ERR4914137,ERR4914079,ERR4914195,ERR4914160,ERR4914102,ERR4914218,57.914434,11.594154,4,6,run 1
ARMS_SWC_Marstrand1_20200228_20200527_SF40,SWE,SWC,Marstrand1,2/28/2020,5/27/2020,ERR4914138,ERR4914080,ERR4914196,ERR4914160,ERR4914102,ERR4914218,57.914434,11.594154,4,6,run 1
ARMS_SWC_Marstrand2_20200228_20200527_MF100,SWE,SWC,Marstrand2,2/28/2020,5/27/2020,ERR4914139,ERR4914081,ERR4914197,ERR4914160,ERR4914102,ERR4914218,57.903512,11.581548,4,6,run 1
ARMS_SWC_Marstrand2_20200228_20200527_MF500,SWE,SWC,Marstrand2,2/28/2020,5/27/2020,ERR4914140,ERR4914082,ERR4914198,ERR4914160,ERR4914102,ERR4914218,57.903512,11.581548,4,6,run 1
ARMS_SWC_Marstrand2_20200228_20200527_SF40,SWE,SWC,Marstrand2,2/28/2020,5/27/2020,ERR4914141,ERR4914083,ERR4914199,ERR4914160,ERR4914102,ERR4914218,57.903512,11.581548,4,6,run 1
ARMS_SWC_Marstrand3_20200228_20200527_MF100,SWE,SWC,Marstrand3,2/28/2020,5/27/2020,ERR4914142,ERR4914084,ERR4914200,ERR4914160,ERR4914102,ERR4914218,57.889278,11.585722,1,2,run 1
ARMS_SWC_Marstrand3_20200228_20200527_MF500,SWE,SWC,Marstrand3,2/28/2020,5/27/2020,ERR4914143,ERR4914085,ERR4914201,ERR4914160,ERR4914102,ERR4914218,57.889278,11.585722,1,2,run 1
ARMS_SWC_Marstrand3_20200228_20200527_SF40,SWE,SWC,Marstrand3,2/28/2020,5/27/2020,ERR4914144,ERR4914086,ERR4914202,ERR4914160,ERR4914102,ERR4914218,57.889278,11.585722,1,2,run 1
ARMS_SWC_Preemraff1_20200401_20200715_MF100,SWE,SWC,Preemraff1,4/1/2020,7/15/2020,ERR4914154,ERR4914096,ERR4914212,ERR4914160,ERR4914102,ERR4914218,58.3533,11.43486,3,3,run 1
ARMS_SWC_Preemraff1_20200401_20200715_MF500,SWE,SWC,Preemraff1,4/1/2020,7/15/2020,ERR4914155,ERR4914097,ERR4914213,ERR4914160,ERR4914102,ERR4914218,58.3533,11.43486,3,3,run 1
ARMS_SWC_Preemraff1_20200401_20200715_SF40,SWE,SWC,Preemraff1,4/1/2020,7/15/2020,ERR4914156,ERR4914098,ERR4914214,ERR4914160,ERR4914102,ERR4914218,58.3533,11.43486,3,3,run 1
ARMS_SWC_Preemraff2_20200401_20200715_MF100,SWE,SWC,Preemraff2,4/1/2020,7/15/2020,ERR4914157,ERR4914099,ERR4914215,ERR4914160,ERR4914102,ERR4914218,58.35405,11.43394,3,3,run 1
ARMS_SWC_Preemraff2_20200401_20200715_MF500,SWE,SWC,Preemraff2,4/1/2020,7/15/2020,ERR4914158,ERR4914100,ERR4914216,ERR4914160,ERR4914102,ERR4914218,58.35405,11.43394,3,3,run 1
ARMS_SWC_Preemraff2_20200401_20200715_SF40,SWE,SWC,Preemraff2,4/1/2020,7/15/2020,ERR4914159,ERR4914101,ERR4914217,ERR4914160,ERR4914102,ERR4914218,58.35405,11.43394,3,3,run 1
ARMS_SWC_Varberg1_20200213_20200603_MF100,SWE,SWC,Varberg1,2/13/2020,6/3/2020,ERR4914145,ERR4914087,ERR4914203,ERR4914160,ERR4914102,ERR4914218,57.1133741,12.2299832,2,2,run 1
ARMS_SWC_Varberg1_20200213_20200603_MF500,SWE,SWC,Varberg1,2/13/2020,6/3/2020,ERR4914146,ERR4914088,ERR4914204,ERR4914160,ERR4914102,ERR4914218,57.1133741,12.2299832,2,2,run 1
ARMS_SWC_Varberg1_20200213_20200603_SF40,SWE,SWC,Varberg1,2/13/2020,6/3/2020,ERR4914147,ERR4914089,ERR4914205,ERR4914160,ERR4914102,ERR4914218,57.1133741,12.2299832,2,2,run 1
ARMS_SWC_Varberg2_20200213_20200603_MF100,SWE,SWC,Varberg2,2/13/2020,6/3/2020,ERR4914148,ERR4914090,ERR4914206,ERR4914160,ERR4914102,ERR4914218,57.1126278,12.2302732,2,2,run 1
ARMS_SWC_Varberg2_20200213_20200603_MF500,SWE,SWC,Varberg2,2/13/2020,6/3/2020,ERR4914149,ERR4914091,ERR4914207,ERR4914160,ERR4914102,ERR4914218,57.1126278,12.2302732,2,2,run 1
ARMS_SWC_Varberg2_20200213_20200603_SF40,SWE,SWC,Varberg2,2/13/2020,6/3/2020,ERR4914150,ERR4914092,ERR4914208,ERR4914160,ERR4914102,ERR4914218,57.1126278,12.2302732,2,2,run 1
ARMS_SWC_Varberg3_20200213_20200603_MF100,SWE,SWC,Varberg3,2/13/2020,6/3/2020,ERR4914151,ERR4914093,ERR4914209,ERR4914160,ERR4914102,ERR4914218,57.1107004,12.2439775,2,2,run 1
ARMS_SWC_Varberg3_20200213_20200603_MF500,SWE,SWC,Varberg3,2/13/2020,6/3/2020,ERR4914152,ERR4914094,ERR4914210,ERR4914160,ERR4914102,ERR4914218,57.1107004,12.2439775,2,2,run 1
ARMS_SWC_Varberg3_20200213_20200603_SF40,SWE,SWC,Varberg3,2/13/2020,6/3/2020,ERR4914153,ERR4914095,ERR4914211,ERR4914160,ERR4914102,ERR4914218,57.1107004,12.2439775,2,2,run 1
ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,NOR,Svalbard,S1,7/6/2018,8/6/2019,ERR7127659,ERR7127653 ,none,ERR7125582,ERR7125581,none,78.21302778,15.23361111,14,14,run 1
ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,NOR,Svalbard,S1,7/6/2018,8/6/2019,none,none,none,none,none,none,78.21302778,15.23361111,14,14,run 2  
ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,NOR,Svalbard,S1,7/6/2018,8/6/2019,ERR7127636,ERR7127635,ERR7127637,ERR7125534,ERR7125533,ERR7125535,78.21302778,15.23361111,14,14,run 1
ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,NOR,Svalbard,S1,7/6/2018,8/6/2019,ERR7127639,ERR7127638,ERR7127640,ERR7125534,ERR7125533,ERR7125535,78.21302778,15.23361111,14,14,run 1
ARMS_Svalbard_S1_20190806_20200804_MF100,NOR,Svalbard,S1,8/6/2019,8/4/2020,ERR7127642,ERR7127641,ERR7127643,ERR7125534,ERR7125533,ERR7125535,78.21302778,15.23361111,14,14,run 1
ARMS_Svalbard_S1_20190806_20200804_MF500,NOR,Svalbard,S1,8/6/2019,8/4/2020,ERR7127645,ERR7127644,ERR7127646,ERR7125534,ERR7125533,ERR7125535,78.21302778,15.23361111,14,14,run 1
ARMS_Svalbard_S1_20190806_20200804_SF40,NOR,Svalbard,S1,8/6/2019,8/4/2020,ERR7127660,ERR7127654,none,ERR7125582,ERR7125581,none,78.21302778,15.23361111,14,14,run 1
ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH,NOR,Svalbard,S2,7/8/2018,8/5/2019,ERR7127648,ERR7127647,ERR7127649,ERR7125534,ERR7125533,ERR7125535,78.18833333,15.14472222,14,14,run 1
ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH,NOR,Svalbard,S2,7/8/2018,8/5/2019,ERR7127661,ERR7127655,none,ERR7125582,ERR7125581,none,78.18833333,15.14472222,14,14,run 1
ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH,NOR,Svalbard,S2,7/8/2018,8/5/2019,ERR7127662,ERR7127656,none,ERR7125582,ERR7125581,none,78.18833333,15.14472222,14,14,run 1
ARMS_Svalbard_S2_20190805_20200801_MF100,NOR,Svalbard,S2,8/5/2019,8/1/2020,ERR7127663,ERR7127657,none,ERR7125582,ERR7125581,none,78.18833333,15.14472222,14,14,run 1
ARMS_Svalbard_S2_20190805_20200801_MF500,NOR,Svalbard,S2,8/5/2019,8/1/2020,ERR7127664,ERR7127658,none,ERR7125582,ERR7125581,none,78.18833333,15.14472222,14,14,run 1
ARMS_Svalbard_S2_20190805_20200801_SF40,NOR,Svalbard,S2,8/5/2019,8/1/2020,ERR7127651,ERR7127650,ERR7127652,ERR7125534,ERR7125533,ERR7125535,78.18833333,15.14472222,14,14,run 1
ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH,FIN,TZS,Angbat,7/11/2018,11/6/2018,ERR7125522,ERR7125518,none,ERR7125582,ERR7125581,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20180711_20181106_MF500_ETOH,FIN,TZS,Angbat,7/11/2018,11/6/2018,ERR4018733,ERR4605225,ERR4018731,ERR4018737,ERR4605902,ERR4018475,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,FIN,TZS,Angbat,7/11/2018,11/6/2018,ERR7125523,ERR7125519,none,ERR7125582,ERR7125581,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,FIN,TZS,Angbat,7/11/2018,11/6/2018,none,none,none,none,none,none,59.841505,23.248879,4,4,run 2  
ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH,FIN,TZS,Angbat,6/8/2020,11/17/2020,ERR7125501,ERR7125500,ERR7125502,ERR7125534,ERR7125533,ERR7125535,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH,FIN,TZS,Angbat,6/8/2020,11/17/2020,ERR7125504,ERR7125503,ERR7125505,ERR7125534,ERR7125533,ERR7125535,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH,FIN,TZS,Angbat,6/8/2020,11/17/2020,ERR7125507,ERR7125506,ERR7125508,ERR7125534,ERR7125533,ERR7125535,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20210608_20211124_MF100,FIN,TZS,Angbat,6/8/2021,11/24/2021,none,none,none,none,none,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20210608_20211124_MF500,FIN,TZS,Angbat,6/8/2021,11/24/2021,none,none,none,none,none,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20210608_20211124_SF40,FIN,TZS,Angbat,6/8/2021,11/24/2021,none,none,none,none,none,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH,FIN,TZS,Angbat,6/9/2021,6/30/2022,none,none,none,none,none,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH,FIN,TZS,Angbat,6/9/2021,6/30/2022,none,none,none,none,none,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH,FIN,TZS,Angbat,6/9/2021,6/30/2022,none,none,none,none,none,none,59.841505,23.248879,4,4,run 1
ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH,FIN,TZS,Kummelkobben,6/8/2020,11/20/2020,ERR7125510,ERR7125509,ERR7125511,ERR7125534,ERR7125533,ERR7125535,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH,FIN,TZS,Kummelkobben,6/8/2020,11/20/2020,ERR7125513,ERR7125512,ERR7125514,ERR7125534,ERR7125533,ERR7125535,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH,FIN,TZS,Kummelkobben,6/8/2020,11/20/2020,ERR7125516,ERR7125515,ERR7125517,ERR7125534,ERR7125533,ERR7125535,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20210608_20211122_SF40,FIN,TZS,Kummelkobben,6/8/2021,11/22/2021,none,none,none,none,none,none,59.86442,23.265084,3,6,run 1
ARMS_TZS_Kummelkobben_20210609_20220622_MF100_ETOH,FIN,TZS,Kummelkobben,6/8/2021,11/22/2021,none,none,none,none,none,none,59.86442,23.265084,3,6,run 1
